Nombre del Sujeto Obligado:,Alcaldía Tlalpan
Formato:,Obra pública o servicios
Periodo:,
ID,FECHA CREACION, FECHA MODIFICACION,"EJERCICIO","FECHA DE INICIO DEL PERIODO QUE SE INFORMA (DÍA/MES/AÑO)","FECHA DE TÉRMINO DEL PERIODO QUE SE INFORMA (DÍA/MES/AÑO)","DENOMINACIÓN DE LA OBRA O SERVICIOS RELACIONADOS","NÚMERO DE CONTRATO","FECHA DEL CONTRATO","MONTO TOTAL DE LA OBRA O SERVICIOS RELACIONADOS","TIPO DE VIALIDAD","NOMBRE DE VIALIDAD","NÚMERO EXTERIOR","NÚMERO INTERIOR  EN SU CASO","TIPO DE ASENTAMIENTO HUMANO","NOMBRE DEL ASENTAMIENTO HUMANO","CLAVE DE LA LOCALIDAD","NOMBRE DE LA LOCALIDAD","CLAVE DE LA DEMARCACIÓN TERRITORIAL O MUINICIPIO","NOMBRE DE LA DEMARCACIÓN TERRITORIAL O MUNICIPIO","CLAVE DE LA ENTIDAD FEDERATIVA","NOMBRE DE LA ENTIDAD FEDERATIVA","CÓDIGO POSTAL","FECHA DE INICIO","FECHA DE TÉRMINO","SUJETO OBLIGADO ORDENADOR DE LA OBRA","SUJETO OBLIGADO RESPONSABLE DE LA OBRA","NOMBRE DEL PROVEEDOR  CONTRATISTA O PERSONA FÍSICA","HIPERVÍNCULO MECANISMOS DE VIGILANCIA DE LA OBRA","HIPERVÍNCULO ESTUDIOS IMPACTO AMBIENTAL Y SÍSMICOS","ÁREA(S) RESPONSABLE(S) DE LA INFORMACIÓN","FECHA DE VALIDACIÓN","FECHA DE ACTUALIZACIÓN","NOTA"
40541543,"18/03/21","18/03/21","2019","01/10/2019","31/12/2019","REHABILITACIÓN DE LA INFRAESTRUCTURA DE DRENAJE EN DIVERSAS COLONIAS DE LA ALCALDÍA TLALPAN: 1.- SECTOR XVII.","ATL-LP-036-L-OH-080-19","15/10/2019","13910954.92","Calle","HOLCA ENTRE CALLE ENCINOS Y AV. FERROCARRIL CUERNAVACA","0","0","Colonia","MIGUEL HIDALGO 2A SECCIÓN","12","ALCALDIA TLALPAN","12","ALCALDIA TLALPAN","09","CIUDAD DE MEXICO","14100","16/10/2019","14/12/2019","DIRECCION GENERAL DE OBRAS Y DESARROLLO URBANO","JEFATURA DE UNIDAD DEPARTAMENTAL DE CONSTRUCCION DE OBRA PARA SANEAMIENTO Y DRENAJE","ARCH EFFECT, S.A. DE C.V.","http://www.contraloria.cdmx.gob.mx/pcontraloria/denuncia.php","http://www.repositoriotlalpan.gob.mx:8080/DGODU/NO-ESTUDIOS-IMPACTOAMBSIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","31/12/2019","31/12/2019",""
40541686,"18/03/21","18/03/21","2019","01/10/2019","31/12/2019","""SUPERVISIÓN PARA LA REHABILITACIÓN Y CONSERVACIÓN DE LA CARPETA ASFÁLTICA EN VIALIDADES SECUNDARIAS EN DIVERSAS COLONIAS DE LA DEMARCACIÓN (10 COMITÉS) COMITÉS: AYOCATITLA, ASUNCIÓN CON CLAVE DE COMITÉ 12-011, EL ARENAL CON CLAVE DE COMITÉ 12-036, EL DIVISADERO CON CLAVE DE COMITÉ 12-037, JUVENTUD UNIDA CON CLAVE DE COMITÉ 12-068, LA GUADALUPANA CON CLAVE DE COMITÉ 12-071, LA LIBERTAD - IXTLAHUACA CON CLAVE DE COMITÉ 12-073, LA PALMA CON CLAVE DE COMITÉ 12-075, LOMAS DE TEXCALATLACO CON CLAVE DE COMITÉ 12-084, PROGRESO TLALPAN CON CLAVE DE COMITÉ 12-132, XAXALIPAC CON CLAVE DE COMITÉ 12-201"".","ATL-ADS-059-L-SOB-107-19","24/10/2019","207911.05","Calle","CALLE XOCHITLALLI, COL. LA PALMA","0","0","Colonia","LA PALMA","12","ALCALDIA TLALPAN","12","ALCALDIA TLALPAN","09","CIUDAD DE MEXICO","14476","31/10/2019","23/12/2019","DIRECCION GENERAL DE OBRAS Y DESARROLLO URBANO","JEFATURA DE UNIDAD DEPARTAMENTAL DE OBRAS VIALES","JOSÉ JESÚS ARTEAGA LARA","http://www.contraloria.cdmx.gob.mx/pcontraloria/denuncia.php","http://www.repositoriotlalpan.gob.mx:8080/DGODU/NO-ESTUDIOS-IMPACTOAMBSIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","31/12/2019","31/12/2019",""
40541735,"18/03/21","18/03/21","2019","01/10/2019","31/12/2019","""ELABORACIÓN DE PROYECTO DE LEVANTAMIENTO FÍSICO DE NECESIDADES Y SEGUIMIENTO DE LAS OBRAS DE REVESTIMIENTO DE VIALIDADES SECUNDARIAS EN LAS SIGUIENTES COLONIAS: 1.- SANTO TOMÁS AJUSCO (PUEBLO) (AGEB 1532), 5.- AMPLIACIÓN MIGUEL HIDALGO 3RA. SECC. (AGEB 1547)"".","ATL-ADS-063-L-SOB-146-19","24/10/2019","213817.29","Calle","HEROES DE CHURUBUSCO ENTRE JOSE MARIA MORELOS Y XICOTENCATL, XICOTENCATL ENTRE JOSÉ MARIA MORELOS Y LEONA VICARIO Y BENITO JUAREZ ENTRE XICOTENCATL Y JOSE MARIA MORELOS","0","0","Colonia","SANTO TOMÁS AJUSCO","12","ALCALDIA TLALPAN","12","ALCALDIA TLALPAN","09","CIUDAD DE MEXICO","14710","01/11/2019","30/11/2019","DIRECCION GENERAL DE OBRAS Y DESARROLLO URBANO","JEFATURA DE UNIDAD DEPARTAMENTAL DE OBRAS VIALES","DAROSI, S.A. DE C.V.","http://www.contraloria.cdmx.gob.mx/pcontraloria/denuncia.php","http://www.repositoriotlalpan.gob.mx:8080/DGODU/NO-ESTUDIOS-IMPACTOAMBSIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","31/12/2019","31/12/2019",""
40541595,"18/03/21","18/03/21","2019","01/10/2019","31/12/2019","""SUPERVISIÓN PARA LA CONSTRUCCIÓN DE RESUMIDEROS EN LA RED DE DRENAJE SANITARIO EN: 1.- PARAJE 38, COMITÉ : 12-113, 2.- SAN JUAN TEPEXIMILPA, COMITÉ: 12-151, 3.- TETENCO (PJE), COMITÉ: 12-172, 4.- XAXALCO, COMITÉ: 12-200"".","ATL-ADS-062-L-SOH-110-19","24/10/2019","88769.17","Calle","FRESAS PARALELA A FC CUERNAVACA ENTRE CARRETERA PICACHO Y PASEO BUGAMBILIAS","0","0","Colonia","PARAJE 38","12","ALCALDIA TLALPAN","12","ALCALDIA TLALPAN","09","CIUDAD DE MEXICO","14275","01/11/2019","30/12/2019","DIRECCION GENERAL DE OBRAS Y DESARROLLO URBANO","JEFATURA DE UNIDAD DEPARTAMENTAL DE CONSTRUCCION DE OBRA PARA SANEAMIENTO Y DRENAJE","V.A.C. PROYECTOS Y CONSTRUCCIONES, S.A. DE C.V.","http://www.contraloria.cdmx.gob.mx/pcontraloria/denuncia.php","http://www.repositoriotlalpan.gob.mx:8080/DGODU/NO-ESTUDIOS-IMPACTOAMBSIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","31/12/2019","31/12/2019",""
40541594,"18/03/21","18/03/21","2019","01/10/2019","31/12/2019","""ELABORACIÓN DE PROYECTO DE LEVANTAMIENTO FÍSICO DE NECESIDADES Y SEGUIMIENTO DE LAS OBRAS PARA LA CONSTRUCCIÓN DE REDES DE DRENAJE EN: 1.- COLONIA SECTOR XVII (AGEB 1496), 10.- COLONIA HÉROES DE PADIERNA (AGEB 623), 11.- COLONIA PEDREGAL DE SAN NICOLÁS 4TA. SECCIÓN (AGEB 1299)"".","ATL-ADS-049-L-SOH-097-19","15/10/2019","346103.39","Calle","TULUM ENTRE HOMUN Y TEKAL","0","0","Colonia","HÉROES DE PADIERNA","12","ALCALDIA TLALPAN","12","ALCALDIA TLALPAN","09","CIUDAD DE MEXICO","14200","16/10/2019","29/12/2019","DIRECCION GENERAL DE OBRAS Y DESARROLLO URBANO","JEFATURA DE UNIDAD DEPARTAMENTAL DE CONSTRUCCION DE OBRA PARA SANEAMIENTO Y DRENAJE","ARQUITECTURA TEKNIK, S.A. DE C.V.","http://www.contraloria.cdmx.gob.mx/pcontraloria/denuncia.php","http://www.repositoriotlalpan.gob.mx:8080/DGODU/NO-ESTUDIOS-IMPACTOAMBSIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","31/12/2019","31/12/2019",""
40541643,"18/03/21","18/03/21","2019","01/10/2019","31/12/2019","""SUPERVISIÓN PARA EL MANTENIMIENTO, CONSERVACIÓN Y REHABILITACIÓN DE BANQUETAS EN LAS COLONIAS: 1.- PUEBLO SAN MIGUEL AJUSCO, 2.- PUEBLO MAGDALENA PETLACALCO, 3.- SAN LORENZO HUIPULCO"".","ATL-ADS-014-L-SOB-018-19","04/09/2019","240409.94","Calle","AV. MÉXICO-AJUSCO ENTRE CALLE DE LA CRUZ Y CAMINO ANTIGÜO A DILIGENCIAS","0","0","Pueblo","MAGDALENA PETLACALCO","12","ALCALDIA TLALPAN","12","ALCALDIA TLALPAN","09","CIUDAD DE MEXICO","14480","11/12/2019","11/12/2019","DIRECCION GENERAL DE OBRAS Y DESARROLLO URBANO","JEFATURA DE UNIDAD DEPARTAMENTAL DE OBRAS VIALES","GRUPO DE SOLUCIONES Y SERVICIOS PROFESIONALES FARES, S.A. DE C.V.","http://www.contraloria.cdmx.gob.mx/pcontraloria/denuncia.php","http://www.repositoriotlalpan.gob.mx:8080/DGODU/NO-ESTUDIOS-IMPACTOAMBSIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","31/12/2019","31/12/2019",""
40541737,"18/03/21","18/03/21","2019","01/10/2019","31/12/2019","""REVESTIMIENTO DE VIALIDADES SECUNDARIAS EN 1.- SANTO TOMÁS AJUSCO (PUEBLO) (AGEB 1532), 5.- COLONIA AMPLIACIÓN MIGUEL HIDALGO 3RA. SECC. (AGEB 1547) DENTRO DE LA ALCALDÍA DE TLALPAN"".","ATL-LP-062-L-OB-136-19","31/10/2019","4401485.52","Calle","HEROES DE CHURUBUSCO ENTRE JOSE MARIA MORELOS Y XICOTENCATL, XICOTENCATL ENTRE JOSÉ MARIA MORELOS Y LEONA VICARIO Y BENITO JUAREZ ENTRE XICOTENCATL Y JOSE MARIA MORELOS","0","0","Colonia","SANTO TOMÁS AJUSCO","12","ALCALDIA TLALPAN","12","ALCALDIA TLALPAN","09","CIUDAD DE MEXICO","14710","01/11/2019","30/12/2019","DIRECCION GENERAL DE OBRAS Y DESARROLLO URBANO","JEFATURA DE UNIDAD DEPARTAMENTAL DE OBRAS VIALES","GCS GRUPO CORPORATIVO SEVEN, S.A. DE C.V.","http://www.contraloria.cdmx.gob.mx/pcontraloria/denuncia.php","http://www.repositoriotlalpan.gob.mx:8080/DGODU/NO-ESTUDIOS-IMPACTOAMBSIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","31/12/2019","31/12/2019",""
40541836,"18/03/21","18/03/21","2019","01/10/2019","31/12/2019","MEJORAMIENTO DE LA INFRAESTRUCTURA EDUCATIVA DEL NIVEL BÁSICO Y LA CONSTRUCCIÓN DE TECHUMBRES: MEJORAMIENTO A LA INFRAESTRUCTURA EDUCATIVA DE NIVEL BÁSICO EN DIVERSAS UBICACIONES (J.N. AJUCHITAN)","ATL-LP-068-L-OB-152-19","01/11/2019","8243726.4","Calle","MORELOS Y LEONA VICARIO","0","0","Pueblo","SANTO TOMAS AJUSCO","12","ALCALDIA TLALPAN","12","ALCALDIA TLALPAN","09","CIUDAD DE MEXICO","14650","01/11/2012","31/12/2019","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","JEFATURA DEPARTAMENTAL DE INFRAESTRUCTURA DE PLANTELES EDUCATIVOS","REMASA RESISTENCIA DE MATERIALES, S.A. DE C.V.","http://www.contraloria.cdmx.gob.mx/pcontraloria/denuncia.php","http://www.repositoriotlalpan.gob.mx:8080/DGODU/NO-ESTUDIOS-IMPACTOAMBSIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","31/12/2019","31/12/2019",""
40541883,"18/03/21","18/03/21","2019","01/10/2019","31/12/2019","SUPERVISIÓN PARA EL MANTENIMIENTO Y REHABILITACIÓN DE INFRAESTRUCTURA EDUCATIVA ESCUELA SECUNDARIA TEC. No. 56.","ATL-ADS-015-L-SOB-019-19","12/09/2019","215425.35","Calle","DE LA CRUZ","0","0","Pueblo","SAN MIGUEL TOPILEJO","12","ALCALDIA TLALPAN","12","ALCALDIA TLALPAN","09","CIUDAD DE MEXICO","14500","12/09/2019","10/12/2019","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","JEFATURA DEPARTAMENTAL DE INFRAESTRUCTURA DE PLANTELES EDUCATIVOS","SUYCON SUPERVISIÓN Y CONSTRUCCIÓN, S.A. DE C.V.","http://www.contraloria.cdmx.gob.mx/pcontraloria/denuncia.php","http://www.repositoriotlalpan.gob.mx:8080/DGODU/NO-ESTUDIOS-IMPACTOAMBSIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","31/12/2019","31/12/2019",""
40541500,"18/03/21","18/03/21","2019","01/10/2019","31/12/2019","""MANTENIMIENTO DE RESUMIDEROS EN LAS COLONIAS: 1.- HÉROES DE PADIERNA, 2.- TORRES DE PADIERNA"".","ATL-LP-015-L-OH-044-19","17/09/2019","2110253.86","Calle","TEKIT ESQUINA TEKAL","0","0","Colonia","HÉROES DE PADIERNA","12","ALCALDIA TLALPAN","12","ALCALDIA TLALPAN","09","CIUDAD DE MEXICO","14200","18/09/2019","16/12/2019","DIRECCION GENERAL DE OBRAS Y DESARROLLO URBANO","JEFATURA DE UNIDAD DEPARTAMENTAL DE CONSTRUCCIÓN DE OBRAS PARA SANEAMIENTO Y DRENAJE","RAYMUNDO JAVIER SOLIS JARAMILLO","http://www.contraloria.cdmx.gob.mx/pcontraloria/denuncia.php","http://www.repositoriotlalpan.gob.mx:8080/DGODU/NO-ESTUDIOS-IMPACTOAMBSIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","31/12/2019","31/12/2019",""
40541501,"18/03/21","18/03/21","2019","01/10/2019","31/12/2019","""MANTENIMIENTO DE RESUMIDEROS EN LAS COLONIAS: 1.- HÉROES DE PADIERNA, 2.- TORRES DE PADIERNA"".","ATL-LP-015-L-OH-044-19","17/09/2019","2110253.86","Calle","BOCHIL ESQUINA CONKAL","0","0","Colonia","HÉROES DE PADIERNA","12","ALCALDIA TLALPAN","12","ALCALDIA TLALPAN","09","CIUDAD DE MEXICO","14200","18/09/2019","16/12/2019","DIRECCION GENERAL DE OBRAS Y DESARROLLO URBANO","JEFATURA DE UNIDAD DEPARTAMENTAL DE CONSTRUCCIÓN DE OBRAS PARA SANEAMIENTO Y DRENAJE","RAYMUNDO JAVIER SOLIS JARAMILLO","http://www.contraloria.cdmx.gob.mx/pcontraloria/denuncia.php","http://www.repositoriotlalpan.gob.mx:8080/DGODU/NO-ESTUDIOS-IMPACTOAMBSIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","31/12/2019","31/12/2019",""
40541505,"18/03/21","18/03/21","2019","01/10/2019","31/12/2019","""MANTENIMIENTO DE RESUMIDEROS EN LAS COLONIAS: 1.- HÉROES DE PADIERNA, 2.- TORRES DE PADIERNA"".","ATL-LP-015-L-OH-044-19","17/09/2019","2110253.86","Calle","CALKINI (ENTRE CONCAL Y MAXCANU)","0","0","Colonia","HÉROES DE PADIERNA","12","ALCALDIA TLALPAN","12","ALCALDIA TLALPAN","09","CIUDAD DE MEXICO","14200","18/09/2019","16/12/2019","DIRECCION GENERAL DE OBRAS Y DESARROLLO URBANO","JEFATURA DE UNIDAD DEPARTAMENTAL DE CONSTRUCCIÓN DE OBRAS PARA SANEAMIENTO Y DRENAJE","RAYMUNDO JAVIER SOLIS JARAMILLO","http://www.contraloria.cdmx.gob.mx/pcontraloria/denuncia.php","http://www.repositoriotlalpan.gob.mx:8080/DGODU/NO-ESTUDIOS-IMPACTOAMBSIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","31/12/2019","31/12/2019",""
40541456,"18/03/21","18/03/21","2019","01/10/2019","31/12/2019","""SUPERVISIÓN PARA EL MANTENIMIENTO DE RESUMIDEROS EN LAS COLONIAS: 1.- HÉROES DE PADIERNA, 2.- TORRES DE PADIERNA"".","ATL-ADS-020-L-SOH-025-19","09/09/2019","113171.62","Calle","SACALUM ESQUINA TIXCOCOB","0","0","Colonia","HÉROES DE PADIERNA","12","ALCALDIA TLALPAN","12","ALCALDIA TLALPAN","09","CIUDAD DE MEXICO","14200","13/09/2019","21/12/2019","DIRECCION GENERAL DE OBRAS Y DESARROLLO URBANO","JEFATURA DE UNIDAD DEPARTAMENTAL DE CONSTRUCCIÓN DE OBRAS PARA SANEAMIENTO Y DRENAJE","ARQUITECTURA TEKNIK, S.A. DE C.V.","http://www.contraloria.cdmx.gob.mx/pcontraloria/denuncia.php","http://www.repositoriotlalpan.gob.mx:8080/DGODU/NO-ESTUDIOS-IMPACTOAMBSIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","31/12/2019","31/12/2019",""
40541553,"18/03/21","18/03/21","2019","01/10/2019","31/12/2019","“REHABILITACIÓN DE LA INFRAESTRUCTURA DE DRENAJE EN DIVERSAS COLONIAS DE LA ALCALDÍA TLALPAN, CONSTRUCCIÓN DE 5 RESUMIDEROS: 4.-HÉROES DE 1910,  5.-2 DE OCTUBRE, 6.-BOSQUES DEL PEDREGAL, 7.-HÉROES DE PADIERNA”.","ATL-LP-040-L-OH-083-19","16/10/2019","6811490.28","Calle","QUIOTE Y AV FERROCARRIL DE CUERNAVACA","0","0","Colonia","2 DE OCTUBRE","12","ALCALDIA TLALPAN","12","ALCALDIA TLALPAN","09","CIUDAD DE MEXICO","14739","17/10/2019","15/12/2019","DIRECCION GENERAL DE OBRAS Y DESARROLLO URBANO","JEFATURA DE UNIDAD DEPARTAMENTAL DE CONSTRUCCION DE OBRA PARA SANEAMIENTO Y DRENAJE","LA VIATA CONSTRUCCIONES, S.A. DE C.V.","http://www.contraloria.cdmx.gob.mx/pcontraloria/denuncia.php","http://www.repositoriotlalpan.gob.mx:8080/DGODU/NO-ESTUDIOS-IMPACTOAMBSIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","31/12/2019","31/12/2019",""
40541696,"18/03/21","18/03/21","2019","01/10/2019","31/12/2019","""REHABILITACIÓN Y CONSERVACIÓN DE LA CARPETA ASFÁLTICA EN VIALIDADES SECUNDARIAS EN DIVERAS COLONIAS DE LA DEMARCACIÓN (10 COMITÉS). COMITÉS: AYOCATITLA, ASUNCIÓN CON CLAVE DE COMITÉ 12-011, EL ARENAL CON CLAVE DE COMITÉ 12-036, EL DIVISADERO CON CLAVE DE COMITÉ 12-037, JUVENTUD UNIDA CON CLAVE DE COMITÉ 12-068, LA GUADALUPANA CON CLAVE DE COMITÉ 12-071, LA LIBERTAD - IXTLAHUACA CON CLAVE DE COMITÉ 12-073, LA PALMA CON CLAVE DE COMITÉ 12-075, LOMAS DE TEXCALATLACO CON CLAVE DE COMITÉ 12-084, PROGRESO TLALPAN CON CLAVE DE COMITÉ 12-132, XAXALIPAC CON CLAVE DE COMITÉ 12-201"".","ATL-LP-056-L-OB-125-19","30/10/2019","4324336.32","Calle","CALLE XOCHITLALLI, COL. LA PALMA","0","0","Colonia","LA PALMA","12","ALCALDIA TLALPAN","12","ALCALDIA TLALPAN","09","CIUDAD DE MEXICO","14476","31/10/2019","29/12/2019","DIRECCION GENERAL DE OBRAS Y DESARROLLO URBANO","JEFATURA DE UNIDAD DEPARTAMENTAL DE OBRAS VIALES","JM CONSTRUCTORA Y SUPERVISIÓN, S.A. DE C.V.","http://www.contraloria.cdmx.gob.mx/pcontraloria/denuncia.php","http://www.repositoriotlalpan.gob.mx:8080/DGODU/NO-ESTUDIOS-IMPACTOAMBSIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","31/12/2019","31/12/2019",""
40541744,"18/03/21","18/03/21","2019","01/10/2019","31/12/2019","""REHABILITACIÓN Y CONSERVACIÓN DE LA CARPETA ASFÁLTICA EN VIALIDADES SECUNDARIAS EN DIVERSAS COLONIAS DE LA DEMARCACIÓN: ORIENTE (AMPL) CON CLAVE DE COMITÉ: 12-112"".","ATL-ADO-030-L-OB-168-19","31/10/2019","453961.35","Calle","CALLE 4TA. CERRADA DE XOCHITLAXLLI","0","0","Colonia","AMPLIACIÓN ORIENTE","12","ALCALDIA TLALPAN","12","ALCALDIA TLALPAN","09","CIUDAD DE MEXICO","14330","01/11/2019","15/12/2019","DIRECCION GENERAL DE OBRAS Y DESARROLLO URBANO","JEFATURA DE UNIDAD DEPARTAMENTAL DE OBRAS VIALES","GRUPO ZERMEX, S.A. DE C.V.","http://www.contraloria.cdmx.gob.mx/pcontraloria/denuncia.php","http://www.repositoriotlalpan.gob.mx:8080/DGODU/NO-ESTUDIOS-IMPACTOAMBSIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","31/12/2019","31/12/2019",""
40541841,"18/03/21","18/03/21","2019","01/10/2019","31/12/2019","MEJORAMIENTO DE LA INFRAESTRUCTURA EDUCATIVA DEL NIVEL BÁSICO Y LA CONSTRUCCIÓN DE TECHUMBRES: MEJORAMIENTO A LA INFRAESTRUCTURA EDUCATIVA DE NIVEL BÁSICO EN DIVERSAS UBICACIONES (J.N. TAVICHE)","ATL-LP-068-L-OB-152-19","01/11/2019","8243726.4","Calle","HIDALGO Y MARIANO ESCOBEDO","0","0","Pueblo","SAN MIGUEL AJUSCO","12","ALCALDIA TLALPAN","12","ALCALDIA TLALPAN","09","CIUDAD DE MEXICO","14700","01/11/2012","31/12/2019","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","JEFATURA DEPARTAMENTAL DE INFRAESTRUCTURA DE PLANTELES EDUCATIVOS","REMASA RESISTENCIA DE MATERIALES, S.A. DE C.V.","http://www.contraloria.cdmx.gob.mx/pcontraloria/denuncia.php","http://www.repositoriotlalpan.gob.mx:8080/DGODU/NO-ESTUDIOS-IMPACTOAMBSIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","31/12/2019","31/12/2019",""
40541842,"18/03/21","18/03/21","2019","01/10/2019","31/12/2019","MEJORAMIENTO DE LA INFRAESTRUCTURA EDUCATIVA DEL NIVEL BÁSICO Y LA CONSTRUCCIÓN DE TECHUMBRES: MEJORAMIENTO A LA INFRAESTRUCTURA EDUCATIVA DE NIVEL BÁSICO EN DIVERSAS UBICACIONES (ESC. SEC. TEC. No. 120)","ATL-LP-068-L-OB-152-19","01/11/2019","8243726.4","Calle","MIGUEL HIDALGO","0","0","Pueblo","PARRES","12","ALCALDIA TLALPAN","12","ALCALDIA TLALPAN","09","CIUDAD DE MEXICO","14900","01/11/2012","31/12/2019","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","JEFATURA DEPARTAMENTAL DE INFRAESTRUCTURA DE PLANTELES EDUCATIVOS","REMASA RESISTENCIA DE MATERIALES, S.A. DE C.V.","http://www.contraloria.cdmx.gob.mx/pcontraloria/denuncia.php","http://www.repositoriotlalpan.gob.mx:8080/DGODU/NO-ESTUDIOS-IMPACTOAMBSIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","31/12/2019","31/12/2019",""
40541508,"18/03/21","18/03/21","2019","01/10/2019","31/12/2019","""MANTENIMIENTO DE RESUMIDEROS EN LAS COLONIAS: 1.- HÉROES DE PADIERNA, 2.- TORRES DE PADIERNA"".","ATL-LP-015-L-OH-044-19","17/09/2019","2110253.86","Calle","CONKAL ESQUINA CONTOY","0","0","Colonia","HÉROES DE PADIERNA","12","ALCALDIA TLALPAN","12","ALCALDIA TLALPAN","09","CIUDAD DE MEXICO","14200","18/09/2019","16/12/2019","DIRECCION GENERAL DE OBRAS Y DESARROLLO URBANO","JEFATURA DE UNIDAD DEPARTAMENTAL DE CONSTRUCCIÓN DE OBRAS PARA SANEAMIENTO Y DRENAJE","RAYMUNDO JAVIER SOLIS JARAMILLO","http://www.contraloria.cdmx.gob.mx/pcontraloria/denuncia.php","http://www.repositoriotlalpan.gob.mx:8080/DGODU/NO-ESTUDIOS-IMPACTOAMBSIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","31/12/2019","31/12/2019",""
40541554,"18/03/21","18/03/21","2019","01/10/2019","31/12/2019","“REHABILITACIÓN DE LA INFRAESTRUCTURA DE DRENAJE EN DIVERSAS COLONIAS DE LA ALCALDÍA TLALPAN, CONSTRUCCIÓN DE 5 RESUMIDEROS: 4.-HÉROES DE 1910,  5.-2 DE OCTUBRE, 6.-BOSQUES DEL PEDREGAL, 7.-HÉROES DE PADIERNA”.","ATL-LP-040-L-OH-083-19","16/10/2019","6811490.28","Calle","EUCALIPTO","0","0","Colonia","HÉROES DE 1910","12","ALCALDIA TLALPAN","12","ALCALDIA TLALPAN","09","CIUDAD DE MEXICO","14738","17/10/2019","15/12/2019","DIRECCION GENERAL DE OBRAS Y DESARROLLO URBANO","JEFATURA DE UNIDAD DEPARTAMENTAL DE CONSTRUCCION DE OBRA PARA SANEAMIENTO Y DRENAJE","LA VIATA CONSTRUCCIONES, S.A. DE C.V.","http://www.contraloria.cdmx.gob.mx/pcontraloria/denuncia.php","http://www.repositoriotlalpan.gob.mx:8080/DGODU/NO-ESTUDIOS-IMPACTOAMBSIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","31/12/2019","31/12/2019",""
40541746,"18/03/21","18/03/21","2019","01/10/2019","31/12/2019","""CONSTRUCCIÓN DE ESCALINATAS EN: COL. LOMAS DE CUILOTEPEC, COMITÉ: 12-080"".","ATL-ADO-027-L-OB-175-19","31/10/2019","448108.27","Calle","CALLE MIRADOR","0","0","Colonia","LOMAS DE CUILOTEPEC","12","ALCALDIA TLALPAN","12","ALCALDIA TLALPAN","09","CIUDAD DE MEXICO","14730","01/11/2019","15/12/2019","DIRECCION GENERAL DE OBRAS Y DESARROLLO URBANO","JEFATURA DE UNIDAD DEPARTAMENTAL DE OBRAS VIALES","FORLARK, FORTALEZA EN ARQUITECTURA, S.A. DE C.V.","http://www.contraloria.cdmx.gob.mx/pcontraloria/denuncia.php","http://www.repositoriotlalpan.gob.mx:8080/DGODU/NO-ESTUDIOS-IMPACTOAMBSIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","31/12/2019","31/12/2019",""
40541797,"18/03/21","18/03/21","2019","01/10/2019","31/12/2019","MANTENIMIENTO Y REHABILITACIÓN DE INFRAESTRUCTURA EDUCATIVA ESCUELA PRIMARIA EFRÉN NÚÑEZ MATA","ATL-LP-004-L-OB-033-19","12/09/2019","4224808.59","Calle","QUERÉTARO","45","0","Colonia","MIGUEL HIDALGO","12","ALCALDIA TLALPAN","12","ALCALDIA TLALPAN","09","CIUDAD DE MEXICO","14250","12/09/2019","10/11/2019","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","JEFATURA DEPARTAMENTAL DE INFRAESTRUCTURA DE PLANTELES EDUCATIVOS","ANTARES, CONSTRUCCIÓN Y ACABADOS, S.A. DE C.V.","http://www.contraloria.cdmx.gob.mx/pcontraloria/denuncia.php","http://www.repositoriotlalpan.gob.mx:8080/DGODU/NO-ESTUDIOS-IMPACTOAMBSIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","31/12/2019","31/12/2019",""
